X1 X2 X3 X4 Y
73.3055 523.667 426.13 846.583 11761.8
37.0495 103.732 508.347 423.353 5661.95
963.347 974.303 91.1283 664.174 14308.2
556.688 397.259 761.956 185.949 9247.7
328.135 254.097 132.878 883.297 7432.07
901.09 253.243 842.86 47.1816 7491.89
279.916 249.153 225.44 485.855 6104.02
112.918 578.784 924.497 803.491 14779.7
480.361 822.108 237.77 493.82 12584.7
239.418 892.392 470.779 4.18104 12397.9
456.954 863.094 81.3624 426.466 11926.3
961.272 437.239 896.603 971.374 13888
544.45 465.56 183.111 882.199 10056.6
846.339 419.691 852.626 944.151 13332.1
451.247 226.875 582.72 245.705 6675.61
228.889 372.204 135.746 348.247 6393.04
450.819 674.368 655.538 519.974 13227.7
713.309 641.957 224.189 190.649 9202.71
198.126 815.821 460.036 283.303 12715.7
302.866 3.90637 437.483 579.028 4896.91
170.995 815.424 710.685 771.355 16159
154.027 399.213 721.793 366.253 9813.01
736.503 794.519 375.408 84.109 11217.1
954.955 798.395 60.0299 919.981 13319.9
842.433 757.469 898.404 518.052 15444.4
929.594 189.642 507.065 17.1819 4910.82
333.659 642.232 47.6394 23.0415 7512.25
466.598 692.282 849.727 863.674 15951.3
893.582 496.292 387.677 784.417 11065.8
373.211 794.672 892.087 238.594 14548.4
610.492 777.49 377.178 930.082 14746.3
754.143 717.948 365.581 764.031 13308.1
169.012 779.626 91.6166 362.346 10742.4
515.488 903.897 464.217 299.417 13816.5
666.463 183.386 571.032 715.232 8220.01
493.637 628.468 4.63881 461.257 9079.63
54.2314 732.109 792.505 436.293 14172.8
209.204 740.074 211.341 267.464 10513.4
204.382 32.4412 267.953 993.713 6148.19
245.888 522.691 126.804 906.98 10477.2
600.818 480.361 266.701 208.319 7696.04
254.463 684.286 646.687 634.327 13775.5
655.751 311.655 663.259 710.685 10103.1
581.53 470.046 179.846 789.056 9683.47
651.265 777.978 409.772 523.087 13134.4
523.576 900.723 933.805 940.428 19045.4
305.49 447.401 633.931 766.533 11667.9
205.847 135.746 824.458 156.713 6504.64
964.202 630.421 361.37 492.782 11142.3
86.1843 961.76 11.6581 400.006 12506.2
417.066 930.57 863.613 641.53 17686.5
84.0175 405.683 59.1754 45.5031 5020.2
339.183 920.255 630.36 122.196 14065.3
334.178 473.067 719.779 526.231 11343.5
357.433 941.496 967.559 21.1798 15612
565.905 11.4444 345.47 102.359 2431.75
741.875 31.8003 219.642 933.744 5679.62
106.662 698.508 922.788 755.974 15890.8
722.129 974.944 617.634 421.064 15960.3
511.124 155.339 732.688 210.425 6512.84
428.816 476.577 751.366 592.334 11846.8
815.058 185.003 635.945 74.9535 5773.88
460.067 465.163 667.44 811.731 12252.5
414.136 135.411 983.093 114.231 7160.12
72.6951 517.808 591.754 530.473 11167.3
568.041 387.86 149.754 642.842 7969.64
998.871 410.84 277.169 243.843 7176.05
529.13 970.336 696.768 44.7096 14644.4
887.204 795.831 976.196 573.29 16522.4
296.548 295.511 155.187 417.951 5956.74
369.488 0.0915555 38.6059 473.251 2321.8
995.026 24.4453 436.72 344.005 4156.2
751.915 952.879 134.19 563.463 13830.4
878.781 54.5671 868.618 782.556 8654.08
331.523 235.572 100.253 585.772 5748.53
960.509 632.984 853.938 90.64 11963.4
337.596 258.126 414.411 986.297 9395.2
265.175 594.897 156.713 167.669 8182.92
498.032 559.282 292.184 622.303 10517
709.098 726.707 812.159 724.509 15549.8
230.873 232.734 409.68 594.531 7353.91
603.565 254.494 661.641 678.243 9311.37
460.616 477.737 251.198 203.864 7554.32
784.021 457.137 513.077 671.743 10777.1
59.5416 274.85 81.9117 33.6314 3632.44
363.842 404.645 925.901 717.979 12503.4
914.365 186.865 545.64 156.529 5692.05
113.285 821.497 621.296 969.848 16628.8
617.298 284.494 887.265 466.628 9888.17
463.363 74.7704 517.35 614.399 6270.24
782.861 197.089 800.562 136.479 7029.61
134.678 287.667 389.264 892.666 9158.69
988.891 288.644 900.876 199.072 8864.64
391.583 577.563 154.332 243.904 8326.76
343.242 958.312 822.626 254.921 16072.2
920.774 419.385 782.373 575.365 11348.2
675.069 66.2862 942.137 304.086 7041.69
335.337 133.854 830.561 656.667 8729.6
351.177 484.756 725.15 703.208 12281.4
303.781 500.9 603.839 639.454 11544.2
717.612 773.4 699.576 247.414 13383.5
303.69 497.726 940.031 701.743 13533
165.838 980.285 53.0717 377.667 12837.3
0.824 162.236 619.831 817.713 8623.1
824.336 567.736 855.831 512.406 13089.9
252.968 581.408 402.203 651.967 11439.9
874.905 463.027 908.017 504.837 12171.9
738.792 4.21155 684.408 579.302 6229.85
494.034 234.169 212.653 224.86 4744.07
211.768 80.3552 787.042 829.066 8655.65
419.507 390.698 73.1834 266.213 5931.04
379.223 223.212 864.437 754.723 10333.4
141.514 809.473 816.065 778.344 16668.4
405.988 98.2696 439.68 228.462 4423.91
719.413 285.44 138.462 423.475 5825.62
43.4889 236.366 564.776 160.741 6273.69
222.694 207.373 81.0266 458.785 4765.59
383.679 772.027 605.792 144.597 12394.5
797.815 358.806 625.385 943.297 11467.2
237.739 306.558 653.096 225.501 7816.47
359.325 843.593 916.837 69.8569 14476.3
140.233 896.664 556.414 795.648 16362.7
906.491 136.814 112.064 622.456 4931.1
977.905 167.333 585.04 613.483 7698.29
464.37 260.659 851.802 557.817 9823.98
243.385 550.493 712.973 948.515 14016.3
650.624 84.9941 358.318 712.821 6009.79
914.579 647.969 529.069 850.459 13777.8
866.665 753.288 158.391 636.341 12072.2
958.037 719.993 772.24 544.084 14497.9
114.048 233.253 430.616 546.342 7244.78
458.235 298.349 491.531 948.546 10088.1
436.11 992.92 978.301 411.847 17964.6
371.319 924.802 831.446 322.001 16043.5
984.1 801.019 826.991 160.009 13995.2
904.08 14.1911 441.755 31.1594 2682.73
708.67 653.066 447.218 8.20948 9682.05
517.747 842.86 513.138 445.753 14038.5
676.443 822.077 602.161 920.988 16376.5
557.054 661.855 436.872 958.129 13891.5
11.2003 34.2113 820.154 192.022 5490.88
503.983 935.27 90.3348 127.659 11464.7
460.494 769.768 492.508 151.372 11819.2
856.899 703.391 746.941 950.499 15960.6
586.749 688.742 596.118 997.314 15192.3
634.083 71.2302 611.408 253.853 5150.88
584.033 181.768 41.0169 753.471 5605.82
503.067 821.589 979.919 215.705 15215
719.23 45.9304 643.269 350.749 5470.8
534.257 153.325 25.0862 9.27763 1928.2
398.45 285.409 722.373 834.559 10638.1
579.882 544.878 206.549 572.527 9699.91
858.638 37.2021 323.985 696.616 5250.46
277.993 742.271 305.582 502.762 12068.8
483.627 622.242 67.7511 332.072 8770.58
681.356 872.494 85.6349 76.0521 10533.2
745.933 720.786 619.739 621.662 14033.6
511.155 681.875 577.38 391.919 12347.2
772.881 673.421 790.185 638.508 14472.2
36.195 899.289 988.8 642.689 17956.7
538.163 906.827 256.142 480.361 13566.3
576.708 724.326 240.425 508.164 11585
678.152 484.512 909.177 226.417 11171.7
633.107 440.809 125.492 675.161 8581.22
933.348 782.556 827.967 19.6234 13172.6
640.034 154.881 95.0346 481.857 4399.18
214.82 290.475 875.942 273.476 9005.03
345.286 658.406 668.142 687.521 13843.9
295.541 537.034 924.07 4.08948 10815.4
813.654 417.096 466.964 367.016 8755.73
126.835 140.843 698.325 287.362 6472.64
55.8489 684.042 877.041 930.235 16253.9
779.809 986.419 252.51 840.877 16041.5
282.418 737.693 332.286 266.64 11118.2
11.6276 524.552 65.7979 730.888 9383.04
782.678 245.369 225.318 14.9236 4039.72
457.167 198.614 765.465 204.596 7131.49
428.51 751.518 442.488 957.488 14899
445.174 994.934 474.502 646.931 16403.6
803.4 290.841 524.064 539.75 8409.71
439.802 118.686 784.295 662.679 8355.84
956.237 126.713 449.477 515.091 6107.64
106.937 794.794 352.184 283.456 11912.9
780.328 614.521 47.2427 714.042 10288.7
5.73748 193.548 124.363 299.905 4117.42
17.2124 189.673 30.488 938.932 6398.46
904.935 481.46 183.264 718.497 9549.93
885.678 481.216 656.728 983.49 13174.5
724.174 997.07 220.374 343.73 13799.6
335.429 549.883 13.245 777.245 9627.48
100.589 551.653 633.808 485.153 11565.5
926.359 251.442 927.213 655.141 10589.9
580.157 855.098 251.015 789.239 14328.6
332.011 725.059 500.778 752.098 13995.9
434.004 66.5609 676.473 196.6 5166.06
469.008 6.37837 271.31 522.385 3828.37
99.8871 470.412 264.199 23.957 6712.88
250.435 766.137 996.551 384.381 15402.9
248.665 276.833 715.568 171.117 7572.91
965.117 172.979 64.6077 489.914 4508.48
475.57 547.746 301.889 453.108 9691.38
281.35 882.26 529.374 618.885 15298
616.688 247.536 712.119 57.1001 6765.03
875.881 148.839 770.47 198.737 6621.92
690.359 418.806 525.346 124.454 7998.33
687.735 65.7674 778.497 449.11 6823.7
463.576 483.261 308.664 457.9 9030.78
797.266 927.274 65.157 651.204 13576.9
643.422 667.287 339.763 353.343 10794.6
929.869 717.216 198.523 542.467 11474.2
693.442 552.965 954.527 557.054 13623.6
585.04 722.282 962.951 835.994 16763.6
275.002 753.716 519.669 347.667 12627.1
790.216 270.333 144.475 865.169 7639.87
313.852 715.11 30.5185 743.156 11399.5
479.69 593.616 940.886 353.099 13085.2
691.366 640.675 333.598 832.942 12581.8
498.55 817.072 996.796 307.26 15656.4
560.991 542.619 974.273 234.809 12179.3
231.513 71.6575 63.8752 38.8806 1322.2
289.712 417.676 669.332 677.175 11126
856.929 732.597 286.172 307.596 11060.3
24.3843 547.838 404.828 705.832 11295.3
225.532 782.617 109.897 590.991 11882.6
883.328 926.206 158.635 516.099 13466.1
364.605 300.241 818.903 478.958 9735.12
772.301 807.611 248.085 909.97 14336.9
606.586 73.2139 694.662 193.396 5338.42
826.472 384.594 302.622 377.911 7588.39
343.15 336.619 801.508 232.765 8964.51
476.302 588.153 861.538 306.131 12405.2
404.187 636.128 396.771 141.453 9787.37
139.409 13.3061 596.423 308.42 4620.37
61.4338 816.431 965.941 404.462 15872.3
536.638 970.214 159.154 683.309 14658.5
657.704 134.434 882.778 466.811 8202.83
633.534 659.627 654.286 996.033 15171.8
860.53 497.665 694.571 878.201 13088
206.916 473.952 736.747 785.546 12569.8
541.246 827.235 32.1055 562.395 11879.5
36.1034 422.834 334.635 396.649 8183.99
278.787 546.464 145.116 211.951 7781.48
719.443 684.011 996.704 936.949 16971.4
488.662 194.037 62.1052 807.55 6079.37
115.513 279.122 865.078 358.867 9188.3
176.855 162.236 375.774 262.612 4928.85
409.864 874.477 272.988 666.738 14101.5
318.613 560.289 652.974 192.877 10496.5
806.085 706.717 967.315 248.787 14052.1
862.606 202.551 470.046 810.877 8347.74
842.464 633.839 956.298 334.178 13563.8
359.508 721.976 72.7867 945.402 12590
333.171 310.709 982.177 575.121 11121.6
216.163 808.191 661.824 186.163 13253.7
934.965 490.097 618.885 753.685 12068.2
574.45 570.879 302.53 153.294 8642.63
338.206 448.225 994.69 614.124 12885.3
815.058 28.077 460.402 891.873 6713.14
83.6512 535.722 139.714 819.636 10288.1
686.453 719.474 161.077 391.308 10615.7
3.57067 853.298 958.922 34.6385 14612.2
58.8397 444.472 775.567 230.11 9986.41
288.308 52.5529 829.402 131.565 5504.54
303.11 125.858 430.25 345.286 5184.74
177.679 261.879 823.206 523.148 9507.53
294.565 797.754 42.2681 926.878 13182.9
277.261 136.998 555.071 619.129 7160.69
41.963 718.986 979.644 437.544 15006
499.985 36.9274 654.958 408.612 5665.08
941.435 611.469 346.141 757.012 12014.3
632.313 324.809 865.688 166.906 8905.37
655.263 23.3161 891.842 451.643 6950.42
525.895 793.42 765.709 287.637 14108.2
615.925 817.408 547.96 169.073 12730.1
913.816 216.224 116.642 239.692 4154.36
154.912 784.265 587.237 157.537 12469.6
851.955 23.072 836.146 649.403 7548.02
256.752 380.596 408.979 910.611 10384.9
785.546 100.986 595.172 507.34 6527.23
937.742 592.639 949.248 936.552 15730.4
240.547 719.84 41.0779 500.626 10432.3
249.977 924.253 715.934 652.883 16880.9
139.927 583.239 645.009 469.71 11909
910.245 510.239 449.019 406.11 9877.73
745.232 4.33363 174.566 990.661 5390.63
553.88 354.717 405.744 616.016 8814.27
222.846 206.549 791.589 81.8201 6793.21
613.727 694.388 270.699 45.259 9376.32
835.536 749.382 774.682 36.3475 12590.4
824 486.679 690.97 193.976 9932
758.69 79.0429 866.97 378.765 7130.25
349.193 23.1635 436.293 819.208 6166.56
521.928 204.566 248.634 947.264 7785.06
538.133 667.867 184.301 579.516 10975.8
75.3197 498.215 134.8 100.62 6682.03
302.561 720.389 930.693 804.529 16406.7
481.002 621.57 997.925 50.3555 12359.1
121.372 404.34 24.0791 389.264 6340.14
229.255 576.037 415.51 317.637 9977.06
669.362 980.529 826.655 814.051 18831.8
180.273 878.903 542.985 315.348 13986.1
71.0471 985.321 998.871 288.644 17409.3
130.345 863.918 211.036 55.1164 10944.4
779.931 593.768 409.864 22.0649 8898.87
3.35704 107.12 648.549 979.431 8872.04
81.8201 108.127 672.597 616.962 7422.05
667.135 977.752 830.042 918.485 19278.4
224.372 571.001 303.903 589.16 10533.8
374.859 313.73 448.439 172.369 6610.48
170.537 503.525 509.751 12.2379 8312.41
831.568 222.785 512.742 718.101 8382.74
977.661 768.853 595.264 287.118 12991.5
885.372 8.08741 570.605 541.551 5529.15
801.355 560.289 0 36.4391 6461.66
844.081 218.94 556.047 94.5158 5824.06
524.369 514.603 958.22 124.21 11294.1
416.456 826.655 262.124 876.919 14441
10.5899 950.407 783.654 800.317 18149.1
278.695 525.346 438.551 143.437 8772.8
983.947 231.239 780.053 969.97 10990.7
265.816 157.689 514.298 735.984 7689.99
532.06 254.097 776.147 588.397 9500.34
187.994 265.725 945.402 40.437 8062.88
235.511 62.5019 285.836 180.242 2997.18
272.103 766.594 187.445 68.8498 9816.24
921.629 584.887 293.435 484.146 10241.2
227.973 753.258 293.405 666.372 12842.7
43.0921 497.818 663.686 222.236 9961.02
939.97 420.454 136.113 843.287 9180.5
682.455 214.331 176.916 994.781 7746.1
783.197 115.421 256.081 232.032 3712.6
180.395 997.253 189.428 299.478 13391.1
565.081 513.596 333.995 669.424 10441.5
390.057 197.272 918.333 676.321 9980.18
91.7081 919.431 288.522 903.378 15690.5
555.864 616.627 351.878 976.836 13028.8
359.172 692.129 998.871 425.153 14785.5
817.225 996.857 784.722 758.721 18567.7
370.098 796.625 652.455 426.374 14150.5
337.718 632.466 977.783 805.445 15683.8
574.969 479.141 717.643 880.917 12985.8
58.8397 109.165 943.663 770.653 9517.22
938.505 68.0258 541.307 752.129 6974.55
78.9819 166.997 356.639 947.813 7887.87
631.153 899.686 571.459 324.686 14451.8
657.308 688.772 588 164.647 11494.5
345.47 369.091 205.054 661.794 8110.78
842.525 813.196 365.978 802.789 14547.2
237.495 105.777 260.506 187.017 3377.17
727.042 173.254 61.0675 942.137 6460.13
493.179 274.575 75.4112 391.583 5213.21
325.724 259.59 596.149 630.543 8788.83
519.791 1.37333 229.163 666.097 4191.44
79.8669 908.567 981.597 278.268 16423.5
762.261 923.887 890.713 257.851 16098.5
986.023 915.616 475.417 177.557 13516.4
144.749 867.428 790.979 352.641 15308.1
349.895 773.675 368.542 147.099 11187.4
136.876 645.741 820.826 281.961 12691.4
165.41 536.241 394.879 301.645 9350.13
445.235 986.755 253.517 854.946 16077.9
118.412 805.841 766.472 946.501 17108.9
329.722 583.361 592.425 815.424 13177.2
215.766 847.224 833.613 596.973 16387.9
545.03 269.173 43.611 423.902 5134.97
39.0332 825.587 370.159 123.081 11634.8
906.98 319.407 613.697 164.708 7553.23
623.676 169.988 483.535 18.9825 4549.27
483.932 876.522 832.24 577.96 16650.2
962.676 61.5558 149.907 797.479 5069.77
413.312 501.053 99.5209 216.529 7074.63
135.502 46.7238 374.432 509.537 4722.09
342.814 847.469 659.383 728.172 16075.4
62.3188 775.628 976.348 388.928 15405.8
496.994 464.827 196.448 62.5324 6507.5
882.443 865.261 999.084 621.693 17624.4
368.542 722.709 59.2669 803.186 11901.7
958.464 887.845 745.476 240.638 14887.5
34.7606 861.782 107.608 624.561 12878.9
505.264 484.115 437.971 144.963 8339.75
98.9715 169.836 185.308 874.142 6705.98
843.745 601.52 503.739 244.636 10459
256.874 282.388 217.811 279.397 5522.48
279.763 857.57 484.695 730.125 15281.7
487.991 608.539 934.965 779.87 15099
608.081 28.1075 572.924 466.689 5406.07
872.097 881.649 218.452 484.054 13139.8
241.279 660.573 770.592 514.237 13627.9
30.488 835.261 74.8009 751.671 12971.8
963.683 812.311 675.253 771.508 16020.5
192.663 3.81481 232.643 400.494 3034.98
310.068 913.816 889.92 745.842 18084
887.448 648.518 365.673 38.5144 9358.72
569.964 757.012 58.2598 447.554 10732.5
259.438 807.886 940.153 520.859 16174.3
416.089 608.631 524.827 409.619 11330.1
10.6815 473.769 687.49 531.907 11176.7
158.635 448.286 620.014 832.118 11878.5
966.765 892.087 702.231 292.306 14938.6
624.043 332.072 570.391 851.741 10462.9
268.258 988.434 164.281 390.942 13573.4
658.773 880.49 33.784 936.369 14137
187.384 919.156 686.911 742.058 17059.4
258.431 891.934 259.529 404.584 13057.6
569.109 746.818 289.224 667.257 12787.9
321.543 80.9961 873.44 70.2231 5783.57
897.733 241.279 993.896 102.481 8387.96
28.5043 941.71 288.095 11.9327 12007.3
988.189 805.261 49.6841 930.143 13389.6
845.485 735.649 738.06 467.574 14147.2
302.591 525.163 779.382 435.987 11831.7
153.294 605.518 939.848 853.877 15381.9
891.537 346.995 52.1256 891.354 8134.53
501.389 813.227 377.178 910.947 15048.2
960.418 376.904 381.359 260.018 7407.02
486.618 103.244 211.28 971.801 6570.53
61.0675 307.23 647.206 30.3354 6915.75
257.271 190.893 815.79 356.822 7957.02
908.078 967.101 444.35 172.185 13894.3
641.987 375.561 937.04 893.46 13038.2
819.971 998.199 54.5976 219.092 12411
903.531 278.97 479.141 560.503 8146.13
785.974 655.69 44.557 475.143 9680.24
117.74 708.64 914.396 257.912 13769.3
